24,9,11,19.70927803,4.971329156,23.2164839,0.029017536,0.029185256,0.029617053,0.081177399,0.086513981,0.08700262
23,30,4,3.991703544,0.954490047,6.894017119,0.959516823,0.970557511,0.979358077,2.006748676,2.547368288,2.746170759
5,22,30,4.401114502,24.49172727,15.47708875,0.017353807,0.017852657,0.020090442,0.053949252,0.055431277,0.060234513
17,15,25,22.44625416,7.90763231,12.62805067,0.032576844,0.032621074,0.033556614,0.091894031,0.097567938,0.09776964
13,18,49,1.906280903,3.862477377,10.36394945,0.028724873,0.035075702,0.037295524,0.096570328,0.108649552,0.113084905
7,1,29,11.10622309,15.09708891,21.53906988,0.012107406,0.013452618,0.013766096,0.037505776,0.040963884,0.041346222
1,5,1,6.094201972,23.22174523,22.6106523,0.246310592,0.249206618,0.269990325,0.375331849,0.448681742,0.546817243
22,26,5,19.49681106,11.43813324,13.15376409,0.142430663,0.142730206,0.145054281,0.155329019,0.16352272,0.18070434
3,28,43,20.26777539,4.83322054,21.91395442,0.008447344,0.008659119,0.008897809,0.025451422,0.026037125,0.02672606
2,2,10,8.310781179,12.25183659,4.07669099,0.618748426,0.620940864,0.672269881,1.612965941,1.676477551,1.813248634
29,6,49,7.944175516,23.25984587,12.37830597,0.017175967,0.017469728,0.01783305,0.05162112,0.05246022,0.053522766
16,20,14,16.68864506,20.58311314,20.95177381,0.023665883,0.023678619,0.024125617,0.05737529,0.067115404,0.070710078
14,13,11,21.31815815,0.646309806,6.031271914,0.22153981,0.232075199,0.264981866,0.272671819,0.316155225,0.379401952
15,11,13,7.757208239,1.102038964,22.21956931,0.031120613,0.032470543,0.034977447,0.095247157,0.099048704,0.104480676
8,24,42,22.78186693,10.00961677,24.32664059,0.006578939,0.006618073,0.006781821,0.019750392,0.019866103,0.020350557
2,2,14,15.11379015,14.89440341,0.680068274,3.689526081,3.692180634,4.333528996,4.343520164,4.357848644,4.366087437
28,16,15,1.781797818,10.8410139,2.733739497,0.821404457,0.835689127,0.851636887,0.968344331,1.05802834,1.200780869
12,20,29,19.31201924,10.82352667,12.84785534,0.027545184,0.027663214,0.028354362,0.082602933,0.082922578,0.084979244
4,4,18,17.33403844,18.16038011,22.96188518,0.017067207,0.017070007,0.018210411,0.051116928,0.051123537,0.054516282
